num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
738,"                                                                                               Terbaik this house serves coffee, reli needed that",   alyamaisarah_,0,FALSE,       NA,      NA
739,"                   NT: Why? Sunny: I need to make a cup of Marka D'oro coffee. NT: Really? = = now? Sunny: First, I tear the sachet open, and ...", markadorocoffee,0,FALSE,       NA,      NA
740,                                                                         RT ?@wavey_O: They make hookas over here with old version coffee makers?,      Obey_Juan5,0,FALSE,       NA,      NA
741,"                            @jessicatmai tea, water, coffee, it's all the same. Stop complaining and do your job, you sound like a Ledo's server.",   _YouKnowLamar,0,FALSE,       NA,      NA
742,                                                                                                                                 Coffee tomorrow?,          El_Kou,0,FALSE,       NA,      NA
743,                                                                                                           Post-coffee dump: Smoooove as fuuuuuuu,          migpap,0,FALSE,       NA,      NA
744,                                          My 17 year old just told me he had the best coffee ever. Clover brewed What's left to look forward too?, OddLovesCompany,0,FALSE,       NA,      NA
745,"        RT @courtneytargett: hot coffee in the morning, wearing my boyfriend's sweatshirt, boots, leggings, cheering, football, crisp mornings. ?",      HeyItsLilB,2,FALSE,       NA,      NA
746,                                                                             I'm drinking black coffee at 9:30pm. This is going to turn out well.,     PsstCaptain,0,FALSE,       NA,      NA
747,"                                           The only things I have for college so far are a coffee maker, a cordless kettle, and a laptop. I'm set",    MaddieHigman,0,FALSE,       NA,      NA
748,                                                                                    Im bout to get spazzy as soon as i get my hands on sum coffee,    ShonD_Misfit,0,FALSE,       NA,      NA
749,                                             And delicious Granville island coffee to go with it. #coffeeselfie #coffeedad http://t.co/2L1OVBvlpD,   HardFeelingsx,0,FALSE,       NA,      NA
750,                                                                                                             IS COFFEE BEAN COFFEE ACTUALLY GOOD?,     eharmonyyyy,0,FALSE,       NA,      NA
751,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,     mikeyfarrar,42,FALSE,       NA,      NA
752,                                         Up in six hours so I can trek north to @TEDxFargo. @GregfromFargo save a pot or two of coffee for me! :),    larsleafblad,0,FALSE,       NA,      NA
753,                                                                                                          Grapes and coffee..haha #weirdbreakfast,      DayneBlaze,0,FALSE,       NA,      NA
754,          ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.?,        iMclain4,0,FALSE,       NA,      NA
755,                                                                               Who needs sleep when you have coffee-roids? http://t.co/VkwnfzXy8m,  bassguitarpyro,0,FALSE,       NA,      NA
756,                                                         Now lepak at Old Town White Coffee for a breakfast.... After this our trip will go on...,  AfhamSlumber97,0,FALSE,       NA,      NA
757,"                                                                           RT @AshMacNASTY: Books, coffee, and rain sounds great right about now.",    letty_Ahuyon,1,FALSE,       NA,      NA
758,                                      RT @WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%., YouCouldBeMine2,98,FALSE,       NA,      NA
759,                                                                                      RT @jessyroberts13: I think I want a cup of coffee #JudgeMe,   locklear_noah,3,FALSE,       NA,      NA
760,                                                RT @thatsheart_: Coffee is the only thing that can keep me awake right now http://t.co/XQAzFll9xc,       LeeGadi89,7,FALSE,       NA,      NA
761,"                                                                              Do you prefer tea, coffee or cocoa? ? Coffee http://t.co/pYt8u2T20N",        _kiyaahh,0,FALSE,       NA,      NA
762,"                Considering a 2nd cup of coffee, but my co-worker made the pot with unfiltered Channelview water. Yuck. Think I'll reheat my cup.", MccunenntJaquel,0,FALSE,       NA,      NA
763,                                                                                  RT @AdriiixR: I can drink coffee any time of the day! I love it,      xo_Munchie,1,FALSE,       NA,      NA
764,                                                                                        I want coffee flavored ice cream with cookie dough in it.,    KatersIsCute,0,FALSE,       NA,      NA
765,                                                    Coffee set on a timer for the morning. Skipped a day &amp, that kicked my tail! #coffeeaddict,  morganbarton22,0,FALSE,       NA
